action_type;activity_comment;activity_id;activity_properties;assay_chembl_id;assay_description;assay_type;assay_variant_accession;assay_variant_mutation;bao_endpoint;bao_format;bao_label;canonical_smiles;data_validity_comment;data_validity_description;document_chembl_id;document_journal;document_year;ligand_efficiency;molecule_chembl_id;molecule_pref_name;parent_molecule_chembl_id;pchembl_value;potential_duplicate;qudt_units;record_id;relation;src_id;standard_flag;standard_relation;standard_text_value;standard_type;standard_units;standard_upper_value;standard_value;target_chembl_id;target_organism;target_pref_name;target_tax_id;text_value;toid;type;units;uo_units;upper_value;value
;;249252;[];CHEMBL824627;Compound was evaluated for the displacement of labelled MK-499 from the cloned channel expressed in HEK cells (Ikr channel);B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C(=O)NC1(c2ccccc2)CCC(N2CCC3(CCOC3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;;;CHEMBL1135170;Bioorg Med Chem Lett;2002.0;{'bei': '10.55', 'le': '0.20', 'lle': '-1.13', 'sei': '14.79'};CHEMBL3085127;;CHEMBL3085127;6.15;0;http://www.openphacts.org/units/Nanomolar;82912;=;1;1;=;;Ki;nM;;710.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;710.0
;;250604;[];CHEMBL824627;Compound was evaluated for the displacement of labelled MK-499 from the cloned channel expressed in HEK cells (Ikr channel);B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C(=O)NC1(c2ccccc2)CCC(N2CCC(C3CCOC3=O)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;;;CHEMBL1135170;Bioorg Med Chem Lett;2002.0;{'bei': '10.33', 'le': '0.20', 'lle': '-0.75', 'sei': '10.76'};CHEMBL3085133;;CHEMBL3085133;6.31;0;http://www.openphacts.org/units/Nanomolar;82910;=;1;1;=;;Ki;nM;;490.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;490.0
;;250606;[];CHEMBL824627;Compound was evaluated for the displacement of labelled MK-499 from the cloned channel expressed in HEK cells (Ikr channel);B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C(=O)N[C@]1(c2ccccc2)CC[C@H](N2CCC(C3CCOC3(C)C)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;;;CHEMBL1135170;Bioorg Med Chem Lett;2002.0;{'bei': '9.06', 'le': '0.18', 'lle': '-2.65', 'sei': '13.61'};CHEMBL3085131;;CHEMBL3085131;5.66;0;http://www.openphacts.org/units/Nanomolar;82908;=;1;1;=;;Ki;nM;;2200.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;2200.0
;;258825;[];CHEMBL824627;Compound was evaluated for the displacement of labelled MK-499 from the cloned channel expressed in HEK cells (Ikr channel);B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C(=O)NC1(c2ccccc2)CCC(N2CCC(C3CCC(=O)O3)CC2)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;;;CHEMBL1135170;Bioorg Med Chem Lett;2002.0;{'bei': '10.48', 'le': '0.20', 'lle': '-0.80', 'sei': '10.91'};CHEMBL3085126;;CHEMBL3085126;6.40;0;http://www.openphacts.org/units/Nanomolar;82911;=;1;1;=;;Ki;nM;;400.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;400.0
;;264101;[];CHEMBL824627;Compound was evaluated for the displacement of labelled MK-499 from the cloned channel expressed in HEK cells (Ikr channel);B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C(=O)N[C@]1(c2ccccc2)CC[C@H](N(C)C)CC1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1;;;CHEMBL1135170;Bioorg Med Chem Lett;2002.0;{'bei': '11.76', 'le': '0.23', 'lle': '-0.62', 'sei': '17.69'};CHEMBL3085125;;CHEMBL3085125;5.72;0;http://www.openphacts.org/units/Nanomolar;82899;=;1;1;=;;Ki;nM;;1900.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1900.0
;;308221;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2ccc(F)c(F)c2)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '13.64', 'le': '0.27', 'lle': '3.12', 'sei': '6.93'};CHEMBL22359;;CHEMBL22359;5.23;0;http://www.openphacts.org/units/Nanomolar;273687;=;1;1;=;;Ki;nM;;5900.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;5900.0
;;308227;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)OCc2ccccc2)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '12.23', 'le': '0.23', 'lle': '1.98', 'sei': '5.19'};CHEMBL22679;;CHEMBL22679;4.40;0;http://www.openphacts.org/units/Nanomolar;273702;=;1;1;=;;Ki;nM;;40000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;40000.0
;;309675;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '11.72', 'le': '0.23', 'lle': '1.67', 'sei': '6.17'};CHEMBL3084949;;CHEMBL3084949;4.66;0;http://www.openphacts.org/units/Nanomolar;273685;=;1;1;=;;Ki;nM;;22000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;22000.0
;;319707;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(F)cc2F)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '11.10', 'le': '0.23', 'lle': '2.71', 'sei': '4.82'};CHEMBL25437;;CHEMBL25437;4.46;0;http://www.openphacts.org/units/Nanomolar;273699;=;1;1;=;;Ki;nM;;35000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;35000.0
;;331197;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '11.67', 'le': '0.24', 'lle': '2.87', 'sei': '5.15'};CHEMBL23979;;CHEMBL23979;5.24;0;http://www.openphacts.org/units/Nanomolar;273700;=;1;1;=;;Ki;nM;;5700.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;5700.0
;;336426;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NC(=O)Nc2ccc(I)cc2)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '11.71', 'le': '0.30', 'lle': '2.89', 'sei': '6.54'};CHEMBL3084953;;CHEMBL3084953;5.72;0;http://www.openphacts.org/units/Nanomolar;273705;=;1;1;=;;Ki;nM;;1900.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1900.0
;;337685;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCCC1)[C@H]1CC[C@H](NC(=O)c2cccc3ccccc23)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '12.57', 'le': '0.23', 'lle': '1.69', 'sei': '6.32'};CHEMBL3084944;;CHEMBL3084944;4.77;0;http://www.openphacts.org/units/Nanomolar;273694;=;1;1;=;;Ki;nM;;17000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;17000.0
;;341677;[];CHEMBL768689;Binding affinity for Potassium channel HERG Kv11.1;B;;;BAO_0000192;BAO_0000357;single protein format;N[C@H](C(=O)N1CCSC1)[C@H]1CC[C@H](NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)CC1;;;CHEMBL1146708;Bioorg Med Chem Lett;2004.0;{'bei': '11.88', 'le': '0.25', 'lle': '3.27', 'sei': '5.46'};CHEMBL25211;;CHEMBL25211;5.55;0;http://www.openphacts.org/units/Nanomolar;273711;=;1;1;=;;Ki;nM;;2800.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;2800.0
;;432184;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '15.95', 'le': '0.30', 'lle': '2.13', 'sei': '14.21'};CHEMBL74355;VOLINANSERIN;CHEMBL74355;5.96;0;http://www.openphacts.org/units/Nanomolar;286536;=;1;1;=;;Ki;nM;;1100.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1100.0
;;432248;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;Fc1ccc(CCN2CCC3(CCc4ccccc4C3)CC2)c(F)c1;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '20.97', 'le': '0.39', 'lle': '2.38', 'sei': '221.02'};CHEMBL150210;;CHEMBL150210;7.16;0;http://www.openphacts.org/units/Nanomolar;286511;=;1;1;=;;Ki;nM;;69.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;69.0
;;433608;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;N#Cc1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '16.01', 'le': '0.32', 'lle': '2.93', 'sei': '10.22'};CHEMBL150220;;CHEMBL150220;6.25;0;http://www.openphacts.org/units/Nanomolar;286516;=;1;1;=;;Ki;nM;;560.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;560.0
;;434769;[];CHEMBL820996;In vitro displacement of [35S]-MK- 499 from HEK 293 cells stably transfected with hERG voltage-gated potassium channel subunit Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C)(O)c1ccc(C(Cc2ccc[n+]([O-])c2)c2ccc(OC(F)F)c(OC3CC3)c2)cn1;;;CHEMBL1145790;J Med Chem;2003.0;{'bei': '9.58', 'le': '0.18', 'lle': '-0.09', 'sei': '5.57'};CHEMBL78439;;CHEMBL78439;4.38;0;http://www.openphacts.org/units/Nanomolar;143628;=;1;1;=;;Ki;nM;;42200.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;uM;UO_0000065;;42.2
;;434772;[];CHEMBL820996;In vitro displacement of [35S]-MK- 499 from HEK 293 cells stably transfected with hERG voltage-gated potassium channel subunit Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C)(O)c1ncc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC3CCC3)c2)s1;;;CHEMBL1145790;J Med Chem;2003.0;{'bei': '8.88', 'le': '0.18', 'lle': '-0.68', 'sei': '5.39'};CHEMBL310303;;CHEMBL310303;4.23;0;http://www.openphacts.org/units/Nanomolar;143625;=;1;1;=;;Ki;nM;;58400.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;uM;UO_0000065;;58.4
;;437251;[];CHEMBL820996;In vitro displacement of [35S]-MK- 499 from HEK 293 cells stably transfected with hERG voltage-gated potassium channel subunit Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;[O-][n+]1ccc(CC(c2ccc(OC(F)F)c(OC3CC3)c2)c2cnc(C(O)(C(F)(F)F)C(F)(F)F)s2)cc1;;;CHEMBL1145790;J Med Chem;2003.0;{'bei': '8.20', 'le': '0.17', 'lle': '-0.93', 'sei': '5.96'};CHEMBL2112296;;CHEMBL2112296;4.68;0;http://www.openphacts.org/units/Nanomolar;143623;=;1;1;=;;Ki;nM;;21000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;uM;UO_0000065;;21.0
;;437292;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '16.42', 'le': '0.33', 'lle': '2.55', 'sei': '16.05'};CHEMBL145939;;CHEMBL145939;6.00;0;http://www.openphacts.org/units/Nanomolar;286533;=;1;1;=;;Ki;nM;;1000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1000.0
;;437358;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;Fc1ccc2c([C@@H]3CNCC[C@H]3F)c(-c3ccccc3)[nH]c2c1;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '17.28', 'le': '0.32', 'lle': '1.01', 'sei': '19.40'};CHEMBL504699;;CHEMBL504699;5.40;1;http://www.openphacts.org/units/Nanomolar;286512;=;1;1;=;;Ki;nM;;4000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;4000.0
;;438670;[];CHEMBL820996;In vitro displacement of [35S]-MK- 499 from HEK 293 cells stably transfected with hERG voltage-gated potassium channel subunit Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C)(O)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC3CCC3)c2)cn1;;;CHEMBL1145790;J Med Chem;2003.0;{'bei': '9.78', 'le': '0.18', 'lle': '-0.25', 'sei': '5.86'};CHEMBL78806;;CHEMBL78806;4.60;0;http://www.openphacts.org/units/Nanomolar;143616;=;1;1;=;;Ki;nM;;25000.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;uM;UO_0000065;;25.0
;;438674;[];CHEMBL820996;In vitro displacement of [35S]-MK- 499 from HEK 293 cells stably transfected with hERG voltage-gated potassium channel subunit Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;CC(C)(O)c1ccc(C(Cc2cc[n+]([O-])cc2)c2ccc(OC(F)F)c(OC3CC3)c2)cn1;;;CHEMBL1145790;J Med Chem;2003.0;{'bei': '10.03', 'le': '0.19', 'lle': '0.12', 'sei': '5.83'};CHEMBL276559;;CHEMBL276559;4.58;0;http://www.openphacts.org/units/Nanomolar;143617;=;1;1;=;;Ki;nM;;26400.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;uM;UO_0000065;;26.4
;;438751;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;NC(=O)c1ccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)cc1;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '14.41', 'le': '0.29', 'lle': '3.35', 'sei': '7.31'};CHEMBL148058;;CHEMBL148058;5.89;0;http://www.openphacts.org/units/Nanomolar;286527;=;1;1;=;;Ki;nM;;1300.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1300.0
;;442747;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;N#Cc1cccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)c1;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '14.65', 'le': '0.29', 'lle': '2.40', 'sei': '9.35'};CHEMBL147048;;CHEMBL147048;5.72;0;http://www.openphacts.org/units/Nanomolar;286515;=;1;1;=;;Ki;nM;;1900.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1900.0
;;445346;[];CHEMBL820996;In vitro displacement of [35S]-MK- 499 from HEK 293 cells stably transfected with hERG voltage-gated potassium channel subunit Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;[O-][n+]1ccc(CC(c2ccc(OC(F)F)c(OC3CCC3)c2)c2cnc(C(O)(C(F)(F)F)C(F)(F)F)s2)cc1;;;CHEMBL1145790;J Med Chem;2003.0;{'bei': '7.56', 'le': '0.15', 'lle': '-1.58', 'sei': '5.63'};CHEMBL2112295;;CHEMBL2112295;4.42;0;http://www.openphacts.org/units/Nanomolar;143624;=;1;1;=;;Ki;nM;;38100.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;uM;UO_0000065;;38.1
;;445411;[];CHEMBL816205;Displacement of [3H]-dofetilide to HEK cells stably expressing hERG voltage-gated IKr potassium channel Kv11.1;B;;;BAO_0000192;BAO_0000219;cell-based format;OC1c2ccccc2CCC12CCN(CCc1ccccc1)CC2;;;CHEMBL1135811;J Med Chem;2002.0;{'bei': '18.42', 'le': '0.34', 'lle': '1.93', 'sei': '25.23'};CHEMBL146144;;CHEMBL146144;5.92;0;http://www.openphacts.org/units/Nanomolar;286530;=;1;1;=;;Ki;nM;;1200.0;CHEMBL240;Homo sapiens;Voltage-gated inwardly rectifying potassium channel KCNH2;9606;;;Ki;nM;UO_0000065;;1200.0
